,Hour,Temperature,Humidity,Wind_Speed,Visibilty,Solar_Radiation,Rainfall,Snowfall,Seasons,Holiday,Month,Year,Weekday,Is_Weekend
5732,20,30.7,73,2.8,1310,0.04,0.0,0.0,Summer,0,7,2018,Friday,0
3262,22,9.0,65,1.7,1953,0.0,0.0,0.0,Spring,0,4,2018,Sunday,1
439,7,-4.4,64,2.8,1367,0.0,0.0,2.6,Winter,0,12,2017,Tuesday,0
1379,11,-9.6,33,1.1,1748,0.9,0.0,0.3,Winter,0,1,2018,Saturday,1
4416,0,19.7,55,2.0,1986,0.0,0.0,0.0,Summer,0,6,2018,Sunday,1
1443,3,-10.7,42,1.4,2000,0.0,0.0,0.0,Winter,0,1,2018,Tuesday,0
4820,20,22.4,62,2.2,1041,0.05,0.0,0.0,Summer,0,6,2018,Tuesday,0
4358,14,25.9,43,2.7,1493,2.97,0.0,0.0,Spring,0,5,2018,Thursday,0
1477,13,-0.8,39,2.6,1853,0.54,0.0,2.8,Winter,0,1,2018,Wednesday,0
7567,7,5.3,73,0.7,2000,0.01,0.0,0.0,Autumn,0,10,2018,Friday,0
1173,21,0.8,45,1.5,1184,0.0,0.0,0.0,Winter,0,1,2018,Thursday,0
4982,14,21.0,97,0.7,381,0.26,2.5,0.0,Summer,0,6,2018,Tuesday,0
3837,21,16.4,56,0.8,2000,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
7428,12,18.0,92,2.9,1999,0.45,1.0,0.0,Autumn,0,10,2018,Saturday,1
6802,10,24.0,47,1.6,1996,2.08,0.0,0.0,Autumn,0,9,2018,Monday,0
4616,8,20.7,55,1.5,2000,1.23,0.0,0.0,Summer,0,6,2018,Monday,0
6681,9,23.4,59,3.0,1974,1.46,0.0,0.0,Autumn,0,9,2018,Wednesday,0
279,15,-5.8,30,2.8,2000,0.92,0.0,0.0,Winter,0,12,2017,Tuesday,0
6237,21,27.1,43,1.6,2000,0.0,0.0,0.0,Summer,0,8,2018,Friday,0
4877,5,18.6,85,1.0,384,0.0,0.0,0.0,Summer,0,6,2018,Friday,0
8114,2,8.2,62,0.2,1415,0.0,0.0,0.0,Autumn,0,11,2018,Sunday,1
1101,21,3.4,59,0.8,471,0.0,0.0,0.0,Winter,0,1,2018,Monday,0
568,16,2.3,91,3.3,270,0.07,0.0,0.0,Winter,1,12,2017,Sunday,1
1694,14,4.0,25,0.9,1009,1.06,0.0,0.0,Winter,0,2,2018,Friday,0
2517,21,10.4,96,2.7,499,0.0,0.0,0.0,Spring,0,3,2018,Thursday,0
4501,13,27.3,52,3.1,613,3.21,0.0,0.0,Summer,1,6,2018,Wednesday,0
7630,22,13.5,71,1.7,1711,0.0,0.0,0.0,Autumn,0,10,2018,Sunday,1
6896,8,21.4,70,1.5,1986,0.38,0.0,0.0,Autumn,0,9,2018,Friday,0
6975,15,27.4,33,2.7,1955,2.5,0.0,0.0,Autumn,0,9,2018,Monday,0
577,1,-1.2,57,4.3,1429,0.0,0.0,0.0,Winter,1,12,2017,Monday,0
59,11,5.1,87,1.4,321,0.25,0.0,0.0,Winter,0,12,2017,Sunday,1
787,19,-1.3,28,2.4,2000,0.0,0.0,0.0,Winter,0,1,2018,Tuesday,0
2957,5,16.9,73,1.6,1275,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
3233,17,9.3,81,2.4,2000,0.52,0.0,0.0,Spring,0,4,2018,Saturday,1
5620,4,29.3,51,0.9,1498,0.0,0.0,0.0,Summer,0,7,2018,Monday,0
4741,13,26.2,37,1.2,1936,3.36,0.0,0.0,Summer,0,6,2018,Saturday,1
2845,13,19.5,48,1.9,596,2.32,0.0,0.0,Spring,0,3,2018,Thursday,0
5784,0,29.2,50,1.1,2000,0.0,0.0,0.0,Summer,0,7,2018,Monday,0
8670,6,3.8,83,0.7,337,0.0,0.0,0.0,Autumn,0,11,2018,Tuesday,0
2628,12,9.0,33,3.1,1985,2.59,0.0,0.0,Spring,0,3,2018,Tuesday,0
5914,10,32.3,56,1.7,1625,1.61,0.0,0.0,Summer,0,8,2018,Saturday,1
5365,13,27.7,76,2.6,1258,1.0,0.0,0.0,Summer,0,7,2018,Thursday,0
8294,14,10.1,58,0.9,605,0.43,0.0,0.0,Autumn,0,11,2018,Sunday,1
6436,4,21.2,86,0.5,1724,0.0,0.0,0.0,Summer,0,8,2018,Sunday,1
4167,15,23.0,29,2.9,1876,3.11,0.0,0.0,Spring,0,5,2018,Wednesday,0
3078,6,0.9,52,1.1,2000,0.0,0.0,0.0,Spring,0,4,2018,Sunday,1
7614,6,7.2,80,0.7,729,0.0,0.0,0.0,Autumn,0,10,2018,Sunday,1
184,16,-1.1,24,3.4,2000,0.56,0.0,0.0,Winter,0,12,2017,Friday,0
4082,2,13.9,43,0.9,2000,0.0,0.0,0.0,Spring,0,5,2018,Sunday,1
3189,21,13.4,15,2.7,2000,0.0,0.0,0.0,Spring,0,4,2018,Thursday,0
420,12,-1.8,83,1.2,351,0.09,1.1,5.1,Winter,0,12,2017,Monday,0
3975,15,29.1,38,1.7,1602,1.89,0.0,0.0,Spring,0,5,2018,Tuesday,0
553,1,5.6,78,0.5,197,0.0,0.0,0.0,Winter,1,12,2017,Sunday,1
1397,5,-7.5,33,1.5,2000,0.0,0.0,0.0,Winter,0,1,2018,Sunday,1
8015,23,7.7,50,1.0,1988,0.0,0.0,0.0,Autumn,0,10,2018,Tuesday,0
7204,4,14.4,58,1.1,2000,0.0,0.0,0.0,Autumn,0,9,2018,Thursday,0
8672,8,4.2,78,1.2,362,0.02,0.0,0.0,Autumn,0,11,2018,Tuesday,0
1760,8,-9.1,33,2.1,1998,0.03,0.0,0.0,Winter,0,2,2018,Monday,0
3338,2,8.8,49,0.7,1272,0.0,0.0,0.0,Spring,0,4,2018,Thursday,0
297,9,-11.1,46,3.4,1981,0.1,0.0,0.0,Winter,0,12,2017,Wednesday,0
443,11,-3.5,35,2.2,1742,0.87,0.0,2.5,Winter,0,12,2017,Tuesday,0
777,9,-3.1,66,0.2,1168,0.12,0.0,0.0,Winter,0,1,2018,Tuesday,0
1119,15,6.3,40,0.3,498,0.19,0.0,0.0,Winter,0,1,2018,Tuesday,0
3172,4,7.5,53,1.0,1701,0.0,0.0,0.0,Spring,0,4,2018,Thursday,0
2893,13,19.3,37,3.0,1257,2.53,0.0,0.0,Spring,0,3,2018,Saturday,1
1921,1,-1.4,42,1.1,1805,0.0,0.0,0.0,Winter,0,2,2018,Monday,0
655,7,-5.0,31,0.5,2000,0.0,0.0,0.0,Winter,0,12,2017,Thursday,0
2229,21,10.3,52,2.2,1843,0.0,0.0,0.0,Spring,0,3,2018,Saturday,1
2605,13,10.1,61,3.7,1504,0.38,0.0,0.0,Spring,0,3,2018,Monday,0
6082,10,31.3,53,1.8,2000,2.34,0.0,0.0,Summer,0,8,2018,Saturday,1
3105,9,2.6,96,1.1,316,0.87,0.0,0.0,Spring,0,4,2018,Monday,0
4673,17,25.6,57,3.3,919,0.87,0.0,0.0,Summer,0,6,2018,Wednesday,0
2457,9,9.4,44,0.3,743,0.33,0.0,0.0,Spring,0,3,2018,Tuesday,0
6809,17,26.6,40,1.4,2000,0.69,0.0,0.0,Autumn,0,9,2018,Monday,0
4232,8,17.8,52,0.6,1094,1.18,0.0,0.0,Spring,0,5,2018,Saturday,1
7078,22,19.7,82,0.5,2000,0.0,0.0,0.0,Autumn,0,9,2018,Friday,0
5599,7,25.8,67,0.9,1773,0.34,0.0,0.0,Summer,0,7,2018,Sunday,1
558,6,4.9,84,1.3,159,0.0,0.1,0.0,Winter,1,12,2017,Sunday,1
7556,20,10.2,46,0.2,2000,0.0,0.0,0.0,Autumn,0,10,2018,Thursday,0
1371,3,-15.3,43,0.8,1963,0.0,0.0,0.3,Winter,0,1,2018,Saturday,1
907,19,1.6,35,1.0,1419,0.0,0.0,0.0,Winter,0,1,2018,Sunday,1
4323,3,18.4,86,0.6,360,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
1433,17,-5.7,30,3.6,1978,0.4,0.0,0.0,Winter,0,1,2018,Monday,0
7477,13,20.2,28,1.3,2000,2.25,0.0,0.0,Autumn,0,10,2018,Monday,0
7180,4,16.4,59,1.7,2000,0.0,0.0,0.0,Autumn,0,9,2018,Wednesday,0
8332,4,4.9,63,0.0,1397,0.0,0.0,0.0,Autumn,0,11,2018,Tuesday,0
6601,1,22.8,59,1.5,2000,0.0,0.0,0.0,Autumn,0,9,2018,Sunday,1
4420,4,17.4,65,0.8,1093,0.0,0.0,0.0,Summer,0,6,2018,Sunday,1
926,14,3.4,31,1.4,1267,0.36,0.0,0.0,Winter,0,1,2018,Monday,0
3809,17,21.7,38,2.0,2000,1.17,0.0,0.0,Spring,0,5,2018,Tuesday,0
2470,22,13.5,81,2.8,933,0.0,0.0,0.0,Spring,0,3,2018,Tuesday,0
15,15,2.1,36,3.2,2000,0.54,0.0,0.0,Winter,0,12,2017,Friday,0
8131,19,12.9,56,2.5,1345,0.0,0.0,0.0,Autumn,0,11,2018,Sunday,1
7453,13,20.1,41,3.0,1963,2.34,0.0,0.0,Autumn,0,10,2018,Sunday,1
2363,11,5.9,51,0.7,1866,0.91,0.0,0.0,Spring,0,3,2018,Friday,0
5746,10,32.0,65,0.9,966,1.19,0.0,0.0,Summer,0,7,2018,Saturday,1
6269,5,23.4,63,0.3,2000,0.0,0.0,0.0,Summer,0,8,2018,Sunday,1
1161,9,1.2,84,2.1,210,0.07,0.0,0.0,Winter,0,1,2018,Thursday,0
6334,22,26.1,76,1.2,1867,0.0,0.0,0.0,Summer,0,8,2018,Tuesday,0
2650,10,3.6,37,1.3,2000,0.83,0.0,0.0,Spring,0,3,2018,Wednesday,0
3406,22,16.7,28,1.0,1996,0.0,0.0,0.0,Spring,0,4,2018,Saturday,1
8482,10,7.5,53,0.8,909,1.0,0.0,0.0,Autumn,0,11,2018,Monday,0
3379,19,22.9,35,1.8,714,0.22,0.0,0.0,Spring,0,4,2018,Friday,0
4707,3,18.8,93,1.0,419,0.0,5.4,0.0,Summer,0,6,2018,Friday,0
1362,18,-12.7,33,2.5,1835,0.05,0.0,0.3,Winter,0,1,2018,Friday,0
2829,21,14.2,70,0.8,723,0.0,0.0,0.0,Spring,0,3,2018,Wednesday,0
1212,12,5.3,55,2.6,904,0.85,0.0,0.0,Winter,0,1,2018,Saturday,1
1876,4,-5.2,28,2.5,2000,0.0,0.0,0.0,Winter,1,2,2018,Saturday,1
7049,17,19.3,76,2.1,2000,0.21,0.0,0.0,Autumn,0,9,2018,Thursday,0
6842,2,19.0,56,0.9,2000,0.0,0.0,0.0,Autumn,0,9,2018,Wednesday,0
4962,18,30.7,43,1.6,931,0.74,0.0,0.0,Summer,0,6,2018,Monday,0
6829,13,25.7,40,2.2,1997,2.98,0.0,0.0,Autumn,0,9,2018,Tuesday,0
4453,13,27.4,30,2.0,1768,3.03,0.0,0.0,Summer,0,6,2018,Monday,0
3648,0,19.7,76,0.5,386,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
1170,18,2.0,39,2.1,1259,0.01,0.0,0.0,Winter,0,1,2018,Thursday,0
579,3,-2.3,52,3.4,1947,0.0,0.0,0.0,Winter,1,12,2017,Monday,0
2182,22,-3.6,52,3.7,1277,0.0,0.0,0.0,Spring,1,3,2018,Thursday,0
7298,2,13.9,56,2.4,2000,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
5713,1,28.3,78,0.5,1072,0.0,0.0,0.0,Summer,0,7,2018,Friday,0
1833,9,-3.5,30,1.5,1980,0.0,0.0,0.0,Winter,1,2,2018,Thursday,0
3903,15,13.3,97,0.8,194,0.12,3.0,0.0,Spring,0,5,2018,Saturday,1
1859,11,1.0,25,1.4,1782,1.7,0.0,0.0,Winter,1,2,2018,Friday,0
4365,21,21.9,60,2.5,1551,0.0,0.0,0.0,Spring,0,5,2018,Thursday,0
2894,14,20.1,30,3.0,1554,2.57,0.0,0.0,Spring,0,3,2018,Saturday,1
6290,2,26.3,65,0.3,2000,0.0,0.0,0.0,Summer,0,8,2018,Monday,0
3336,0,9.8,44,1.4,1268,0.0,0.0,0.0,Spring,0,4,2018,Thursday,0
4037,5,17.8,98,1.0,457,0.0,0.5,0.0,Spring,0,5,2018,Friday,0
387,3,-9.0,40,3.1,2000,0.0,0.0,0.0,Winter,0,12,2017,Sunday,1
5624,8,30.0,56,0.9,2000,0.54,0.0,0.0,Summer,0,7,2018,Monday,0
1032,0,-6.6,39,1.6,1930,0.0,0.0,0.0,Winter,0,1,2018,Saturday,1
5675,11,30.7,63,3.4,1323,1.13,0.0,0.0,Summer,0,7,2018,Wednesday,0
2488,16,21.7,41,3.2,2000,1.91,0.0,0.0,Spring,0,3,2018,Wednesday,0
7730,2,9.2,72,1.5,2000,0.0,0.0,0.0,Autumn,0,10,2018,Friday,0
3023,23,7.1,96,1.3,1497,0.0,0.5,0.0,Spring,0,4,2018,Thursday,0
2802,18,16.8,60,3.1,580,0.46,0.0,0.0,Spring,0,3,2018,Tuesday,0
5531,11,30.7,48,1.6,1705,2.92,0.0,0.0,Summer,0,7,2018,Thursday,0
931,19,0.9,88,1.6,290,0.0,0.0,0.5,Winter,0,1,2018,Monday,0
5544,0,26.7,80,1.4,1465,0.0,0.0,0.0,Summer,0,7,2018,Friday,0
691,19,2.7,68,1.2,348,0.0,0.0,0.0,Winter,0,12,2017,Friday,0
1891,19,-1.5,32,2.5,2000,0.0,0.0,0.0,Winter,1,2,2018,Saturday,1
2268,12,7.6,58,2.4,2000,1.85,0.0,0.0,Spring,0,3,2018,Monday,0
4827,3,19.4,79,0.8,563,0.0,0.0,0.0,Summer,0,6,2018,Wednesday,0
3389,5,13.0,70,0.5,385,0.0,0.0,0.0,Spring,0,4,2018,Saturday,1
6977,17,27.3,43,2.6,2000,1.25,0.0,0.0,Autumn,0,9,2018,Monday,0
2927,23,16.3,82,1.3,480,0.0,0.0,0.0,Spring,0,4,2018,Sunday,1
7588,4,7.1,79,1.2,1567,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
44,20,4.6,51,1.2,1585,0.0,0.0,0.0,Winter,0,12,2017,Saturday,1
8277,21,10.8,78,1.0,303,0.0,0.0,0.0,Autumn,0,11,2018,Saturday,1
3000,0,9.5,61,1.7,2000,0.0,0.0,0.0,Spring,0,4,2018,Thursday,0
7905,9,12.0,86,0.8,405,0.07,0.5,0.0,Autumn,0,10,2018,Friday,0
4938,18,29.8,35,3.3,1805,1.15,0.0,0.0,Summer,0,6,2018,Sunday,1
5467,19,31.2,52,2.4,1990,0.57,0.0,0.0,Summer,0,7,2018,Monday,0
4754,2,20.5,76,1.1,994,0.0,0.0,0.0,Summer,0,6,2018,Sunday,1
3804,12,21.5,44,2.1,1986,3.15,0.0,0.0,Spring,0,5,2018,Tuesday,0
1683,3,-5.2,48,0.7,1309,0.0,0.0,0.0,Winter,0,2,2018,Friday,0
6566,14,29.3,41,1.9,1928,3.0,0.0,0.0,Summer,0,8,2018,Friday,0
3796,4,15.4,63,1.6,2000,0.0,0.0,0.0,Spring,0,5,2018,Tuesday,0
6227,11,28.8,33,2.2,1951,2.85,0.0,0.0,Summer,0,8,2018,Friday,0
63,15,8.0,73,1.6,433,0.53,0.0,0.0,Winter,0,12,2017,Sunday,1
5700,12,32.0,57,1.6,1075,1.94,0.0,0.0,Summer,0,7,2018,Thursday,0
4520,8,18.9,82,2.3,326,0.44,0.0,0.0,Summer,0,6,2018,Thursday,0
4098,18,22.2,22,1.8,2000,1.25,0.0,0.0,Spring,0,5,2018,Sunday,1
227,11,0.9,92,0.9,137,0.03,0.0,3.9,Winter,0,12,2017,Sunday,1
8612,20,2.6,86,1.7,676,0.0,0.0,3.3,Autumn,0,11,2018,Saturday,1
5518,22,27.2,73,1.5,1005,0.0,0.0,0.0,Summer,0,7,2018,Wednesday,0
5977,1,28.2,68,0.9,2000,0.0,0.0,0.0,Summer,0,8,2018,Tuesday,0
5000,8,19.7,97,1.5,200,0.25,0.0,0.0,Summer,0,6,2018,Wednesday,0
969,9,-7.7,62,3.6,1637,0.13,0.0,0.7,Winter,0,1,2018,Wednesday,0
1805,5,1.0,68,0.6,1519,0.0,0.0,0.0,Winter,0,2,2018,Wednesday,0
2447,23,6.8,56,0.9,497,0.0,0.0,0.0,Spring,0,3,2018,Monday,0
5996,20,31.1,64,2.7,1770,0.02,0.0,0.0,Summer,0,8,2018,Tuesday,0
5007,15,25.5,68,2.4,638,1.61,0.0,0.0,Summer,0,6,2018,Wednesday,0
4679,23,21.5,62,0.1,1827,0.0,0.0,0.0,Summer,0,6,2018,Wednesday,0
6248,8,23.2,47,1.0,2000,0.93,0.0,0.0,Summer,0,8,2018,Saturday,1
6653,5,20.2,97,1.2,528,0.0,0.0,0.0,Autumn,0,9,2018,Tuesday,0
3958,22,19.6,71,0.6,325,0.0,0.0,0.0,Spring,0,5,2018,Monday,0
1860,12,2.2,19,1.4,1946,2.01,0.0,0.0,Winter,1,2,2018,Friday,0
4457,17,24.9,46,2.0,1855,0.91,0.0,0.0,Summer,0,6,2018,Monday,0
5641,1,29.1,64,1.2,2000,0.0,0.0,0.0,Summer,0,7,2018,Tuesday,0
7119,15,25.0,28,2.2,2000,2.39,0.0,0.0,Autumn,1,9,2018,Sunday,1
6475,19,24.7,83,0.4,2000,0.1,0.0,0.0,Summer,0,8,2018,Monday,0
252,12,-5.2,33,4.6,1973,1.26,0.0,0.0,Winter,0,12,2017,Monday,0
5177,17,31.2,56,3.4,1943,1.82,0.0,0.0,Summer,0,7,2018,Wednesday,0
5709,21,30.0,74,2.7,1056,0.0,0.0,0.0,Summer,0,7,2018,Thursday,0
1789,13,2.6,40,3.5,1854,2.28,0.0,0.0,Winter,0,2,2018,Tuesday,0
3818,2,10.9,59,1.1,2000,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
2059,19,2.1,27,2.8,1883,0.01,0.0,0.0,Winter,0,2,2018,Saturday,1
4634,2,17.7,87,1.2,2000,0.0,0.0,0.0,Summer,0,6,2018,Tuesday,0
4559,23,20.0,79,1.4,510,0.0,0.0,0.0,Summer,0,6,2018,Friday,0
5254,22,22.6,51,1.7,2000,0.0,0.0,0.0,Summer,0,7,2018,Saturday,1
1902,6,-4.1,30,1.1,2000,0.0,0.0,0.0,Winter,0,2,2018,Sunday,1
2119,7,1.3,47,0.7,1084,0.0,0.0,0.0,Winter,0,2,2018,Tuesday,0
6492,12,25.2,89,1.4,340,0.32,2.0,0.0,Summer,0,8,2018,Tuesday,0
6429,21,23.9,71,2.3,2000,0.0,0.0,0.0,Summer,0,8,2018,Saturday,1
3183,15,19.4,24,3.9,2000,2.86,0.0,0.0,Spring,0,4,2018,Thursday,0
8523,3,6.5,87,1.0,710,0.0,1.0,0.0,Autumn,0,11,2018,Wednesday,0
5124,12,22.4,97,1.0,945,0.46,0.0,0.0,Summer,0,7,2018,Monday,0
5547,3,25.4,84,0.9,1174,0.0,0.0,0.0,Summer,0,7,2018,Friday,0
75,3,3.6,85,2.3,206,0.0,0.0,0.0,Winter,0,12,2017,Monday,0
2345,17,7.5,64,4.3,538,0.88,0.0,0.0,Spring,0,3,2018,Thursday,0
2351,23,2.8,73,1.8,468,0.0,0.0,0.0,Spring,0,3,2018,Thursday,0
3606,6,14.9,64,0.5,424,0.0,0.0,0.0,Spring,0,4,2018,Monday,0
430,22,1.5,82,2.4,537,0.0,0.0,2.6,Winter,0,12,2017,Monday,0
4515,3,18.4,88,1.6,465,0.0,0.0,0.0,Summer,0,6,2018,Thursday,0
6635,11,23.7,86,0.6,1798,0.31,0.0,0.0,Autumn,0,9,2018,Monday,0
6234,18,32.5,28,1.4,2000,1.06,0.0,0.0,Summer,0,8,2018,Friday,0
4140,12,22.9,51,1.1,1591,1.8,0.0,0.0,Spring,1,5,2018,Tuesday,0
3867,3,12.0,86,0.9,297,0.0,0.0,0.0,Spring,0,5,2018,Friday,0
7657,1,12.4,65,1.1,1099,0.0,0.0,0.0,Autumn,0,10,2018,Tuesday,0
5875,19,35.2,52,2.3,1754,0.44,0.0,0.0,Summer,0,8,2018,Thursday,0
5984,8,28.5,64,2.0,2000,0.89,0.0,0.0,Summer,0,8,2018,Tuesday,0
2699,11,7.1,50,1.7,799,2.24,0.0,0.0,Spring,0,3,2018,Friday,0
6169,1,29.6,69,0.4,1942,0.0,0.0,0.0,Summer,1,8,2018,Wednesday,0
240,0,-2.5,39,3.4,2000,0.0,0.0,0.0,Winter,0,12,2017,Monday,0
783,15,1.5,22,3.0,1998,0.76,0.0,0.0,Winter,0,1,2018,Tuesday,0
1354,10,-16.5,33,3.4,1703,0.62,0.0,0.5,Winter,0,1,2018,Friday,0
4133,5,15.7,0,0.6,1610,0.0,0.0,0.0,Spring,1,5,2018,Tuesday,0
977,17,-6.5,34,4.0,2000,0.31,0.0,0.0,Winter,0,1,2018,Wednesday,0
809,17,-1.9,35,1.8,2000,0.25,0.0,0.0,Winter,0,1,2018,Wednesday,0
2168,8,1.5,80,3.2,1246,0.04,0.0,0.0,Spring,1,3,2018,Thursday,0
6522,18,23.9,96,0.2,991,0.0,1.5,0.0,Summer,0,8,2018,Wednesday,0
1599,15,-5.7,25,4.4,1995,1.94,0.0,0.0,Winter,0,2,2018,Monday,0
7832,8,11.0,78,0.8,412,0.03,0.0,0.0,Autumn,0,10,2018,Tuesday,0
2913,9,13.5,66,1.8,934,0.16,0.0,0.0,Spring,0,4,2018,Sunday,1
4936,16,31.3,32,3.2,1427,2.38,0.0,0.0,Summer,0,6,2018,Sunday,1
5508,12,31.2,51,2.0,1101,2.96,0.0,0.0,Summer,0,7,2018,Wednesday,0
1620,12,-8.2,31,2.7,1858,2.09,0.0,0.0,Winter,0,2,2018,Tuesday,0
7927,7,7.3,65,3.2,2000,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
1482,18,-1.8,35,2.1,2000,0.05,0.0,1.6,Winter,0,1,2018,Wednesday,0
2146,10,6.5,53,2.0,518,0.21,0.0,0.0,Winter,0,2,2018,Wednesday,0
1801,1,1.3,67,1.2,1738,0.0,0.0,0.0,Winter,0,2,2018,Wednesday,0
2095,7,-3.1,68,0.8,1417,0.0,0.0,0.0,Winter,0,2,2018,Monday,0
5056,16,29.0,57,2.3,987,2.36,0.0,0.0,Summer,0,6,2018,Friday,0
1357,13,-13.3,28,2.7,1889,1.26,0.0,0.5,Winter,0,1,2018,Friday,0
5814,6,27.9,63,0.5,2000,0.01,0.0,0.0,Summer,0,7,2018,Tuesday,0
3177,9,11.5,43,1.7,1818,1.43,0.0,0.0,Spring,0,4,2018,Thursday,0
5009,17,25.1,70,2.2,796,0.48,0.0,0.0,Summer,0,6,2018,Wednesday,0
2879,23,12.1,77,1.4,540,0.0,0.0,0.0,Spring,0,3,2018,Friday,0
3794,2,15.5,65,1.3,1953,0.0,0.0,0.0,Spring,0,5,2018,Tuesday,0
3070,22,3.5,41,2.8,2000,0.0,0.0,0.0,Spring,0,4,2018,Saturday,1
3758,14,17.2,85,1.3,2000,0.94,0.0,0.0,Spring,0,5,2018,Sunday,1
6097,1,29.4,58,1.5,2000,0.0,0.0,0.0,Summer,0,8,2018,Sunday,1
6457,1,20.5,89,0.5,235,0.0,1.5,0.0,Summer,0,8,2018,Monday,0
2955,3,17.0,74,1.7,1294,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
8214,6,10.6,90,1.6,1065,0.0,1.5,0.0,Autumn,0,11,2018,Thursday,0
2328,0,5.2,83,1.5,733,0.0,0.5,0.0,Spring,0,3,2018,Thursday,0
29,5,-4.0,79,1.5,1202,0.0,0.0,0.0,Winter,0,12,2017,Saturday,1
6006,6,27.6,84,1.2,1123,0.01,0.0,0.0,Summer,0,8,2018,Wednesday,0
6099,3,28.5,62,1.6,2000,0.0,0.0,0.0,Summer,0,8,2018,Sunday,1
1092,12,6.2,64,1.9,549,0.79,0.0,0.0,Winter,0,1,2018,Monday,0
124,4,-3.4,75,0.0,1982,0.0,0.0,0.4,Winter,0,12,2017,Wednesday,0
7316,20,15.4,63,2.1,2000,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
6426,18,27.1,56,3.0,1987,0.87,0.0,0.0,Summer,0,8,2018,Saturday,1
6832,16,25.5,44,1.4,2000,1.0,0.0,0.0,Autumn,0,9,2018,Tuesday,0
5386,10,27.4,70,2.4,1335,1.28,0.0,0.0,Summer,0,7,2018,Friday,0
2298,18,8.7,28,3.2,2000,0.49,0.0,0.0,Spring,0,3,2018,Tuesday,0
5605,13,36.7,33,1.8,1911,3.24,0.0,0.0,Summer,0,7,2018,Sunday,1
1553,17,-5.6,32,4.6,2000,0.53,0.0,0.0,Winter,0,2,2018,Saturday,1
7586,2,8.0,74,0.5,1786,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
598,22,-1.3,53,1.7,2000,0.0,0.0,0.0,Winter,1,12,2017,Monday,0
7093,13,24.9,32,3.9,2000,2.57,0.0,0.0,Autumn,0,9,2018,Saturday,1
1416,0,-9.3,45,0.7,1976,0.0,0.0,0.0,Winter,0,1,2018,Monday,0
7718,14,18.7,39,1.3,2000,1.66,0.0,0.0,Autumn,0,10,2018,Thursday,0
4555,19,24.5,63,3.1,970,0.46,0.0,0.0,Summer,0,6,2018,Friday,0
5107,19,21.9,96,1.2,509,0.01,5.5,0.0,Summer,0,7,2018,Sunday,1
4265,17,23.5,32,3.2,1925,1.01,0.0,0.0,Spring,0,5,2018,Sunday,1
2197,13,2.3,22,3.1,1627,2.83,0.0,0.0,Spring,0,3,2018,Friday,0
7808,8,9.7,58,0.6,1559,0.22,0.0,0.0,Autumn,0,10,2018,Monday,0
6464,8,21.3,97,1.3,1029,0.17,0.5,0.0,Summer,0,8,2018,Monday,0
725,5,-0.8,85,2.8,329,0.0,0.0,1.2,Winter,1,12,2017,Sunday,1
6506,2,24.2,91,3.6,1735,0.0,0.0,0.0,Summer,0,8,2018,Wednesday,0
3226,10,7.7,94,1.0,685,0.28,1.5,0.0,Spring,0,4,2018,Saturday,1
808,16,-0.4,30,2.0,2000,0.62,0.0,0.0,Winter,0,1,2018,Wednesday,0
6021,21,29.7,71,3.2,1934,0.0,0.0,0.0,Summer,0,8,2018,Wednesday,0
958,22,-4.2,67,1.6,503,0.0,0.0,0.0,Winter,0,1,2018,Tuesday,0
6813,21,22.5,48,1.4,2000,0.0,0.0,0.0,Autumn,0,9,2018,Monday,0
6190,22,28.6,67,1.0,2000,0.0,0.0,0.0,Summer,1,8,2018,Wednesday,0
810,18,-3.1,39,2.1,2000,0.0,0.0,0.0,Winter,0,1,2018,Wednesday,0
834,18,-2.6,38,1.4,1604,0.0,0.0,0.0,Winter,0,1,2018,Thursday,0
8373,21,9.8,52,0.5,1255,0.0,0.0,0.0,Autumn,0,11,2018,Wednesday,0
2423,23,4.2,34,1.7,1476,0.0,0.0,0.0,Spring,0,3,2018,Sunday,1
7884,12,18.2,37,1.4,1861,2.25,0.0,0.0,Autumn,0,10,2018,Thursday,0
3026,2,7.3,96,1.0,337,0.0,1.5,0.0,Spring,0,4,2018,Friday,0
1235,11,1.9,25,1.0,1493,0.78,0.0,0.0,Winter,0,1,2018,Sunday,1
1225,1,-0.8,58,0.4,400,0.0,0.0,0.0,Winter,0,1,2018,Sunday,1
5750,14,34.4,65,1.8,960,1.75,0.2,0.0,Summer,0,7,2018,Saturday,1
8755,19,4.2,34,2.6,1894,0.0,0.0,0.0,Autumn,0,11,2018,Friday,0
7212,12,23.2,42,1.4,2000,2.73,0.0,0.0,Autumn,0,9,2018,Thursday,0
2908,4,12.1,69,0.3,827,0.0,0.0,0.0,Spring,0,4,2018,Sunday,1
3292,4,7.6,52,0.4,1935,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
